id,type,name,distance,moving_time,elapsed_time,total_elevation_gain,start_date,start_latlng,kilojoules,average_heartrate,max_heartrate,elev_high,elev_low,average_speed,max_speed
18545713431,Run,Carrera de tarde,6746.3,3601,3604,3.6,2026-05-17T15:20:02Z,"[41.315687,2.093146]",,145.4,158.0,8.2,3.0,1.873,3.313
