altitude,velocity_smooth,time,heartrate,grade_smooth,distance,lat,lng,activity_id
6.0,1.98,864,148,-1.8,1693.8,41.317484,2.108782,18545713431
6.0,1.9,865,146,-1.8,1695.9,41.317484,2.108782,18545713431
6.0,1.9,866,146,-1.7,1697.7,41.317483,2.108819,18545713431
5.8,1.9,867,146,-1.9,1699.4,41.317484,2.108835,18545713431
5.8,1.9,868,146,-2.0,1701.2,41.317484,2.10885,18545713431
5.8,2.0,869,146,0.0,1703.8,41.317485,2.108885,18545713431
5.8,2.1,870,146,0.0,1706.4,41.317485,2.108896,18545713431
5.8,2.047,871,144,0.0,1707.9,41.317486,2.108934,18545713431
5.8,1.993,872,144,0.0,1709.4,41.317487,2.108948,18545713431
5.8,1.94,873,144,0.0,1710.9,41.317487,2.108963,18545713431
5.8,1.727,874,144,0.0,1712.4,41.317489,2.108999,18545713431
5.8,1.513,875,144,0.0,1714.0,41.31749,2.109014,18545713431
5.8,1.52,876,142,0.0,1715.5,41.31749,2.109028,18545713431
5.8,1.7,877,142,0.0,1717.9,41.317491,2.10906,18545713431
5.8,1.88,878,142,0.0,1720.3,41.317491,2.109071,18545713431
5.8,1.873,879,142,0.0,1721.8,41.31749,2.109108,18545713431
5.8,1.867,880,142,0.0,1723.3,41.317489,2.109122,18545713431
5.8,1.86,881,142,0.0,1724.8,41.317489,2.109137,18545713431
5.8,1.87,882,143,0.0,1727.3,41.31749,2.10917,18545713431
5.8,1.88,883,143,0.0,1729.7,41.31749,2.109181,18545713431
5.8,1.9,884,143,0.0,1731.3,41.317493,2.109224,18545713431
5.8,1.92,885,143,0.0,1732.9,41.317493,2.109245,18545713431
5.8,1.94,886,143,0.0,1734.5,41.317494,2.109267,18545713431
5.8,1.88,887,143,0.0,1736.7,41.317496,2.1093,18545713431
5.8,1.82,888,143,0.0,1738.8,41.317496,2.109311,18545713431
5.8,1.833,889,141,0.0,1740.5,41.317497,2.109348,18545713431
5.8,1.847,890,141,0.0,1742.1,41.317497,2.109362,18545713431
5.8,1.86,891,141,0.0,1743.8,41.317498,2.109377,18545713431
5.8,1.96,892,141,0.0,1746.5,41.317501,2.109411,18545713431
5.8,2.06,893,141,0.0,1749.1,41.317502,2.109422,18545713431
5.8,1.727,894,141,0.0,1749.1,41.317503,2.109444,18545713431
5.8,1.393,895,141,0.0,1749.1,41.317502,2.109465,18545713431
5.8,1.8,896,141,0.0,1752.8,41.317501,2.109485,18545713431
5.8,1.603,897,141,0.0,1754.5,41.3175,2.10952,18545713431
5.8,1.407,898,141,0.0,1756.1,41.317499,2.109534,18545713431
5.8,1.74,899,141,0.0,1757.8,41.317499,2.109548,18545713431
5.8,2.21,900,141,0.0,1760.2,41.317499,2.10958,18545713431
5.8,1.94,901,140,0.0,1762.5,41.317498,2.10959,18545713431
5.8,1.88,902,140,1.8,1763.9,41.317497,2.109624,18545713431
5.8,1.82,903,140,1.8,1765.2,41.317496,2.109638,18545713431
5.8,1.76,904,140,2.3,1766.6,41.317496,2.109652,18545713431
6.0,1.74,905,140,1.6,1768.9,41.317497,2.109682,18545713431
6.0,1.72,906,140,1.7,1771.1,41.317497,2.109692,18545713431
6.0,1.447,907,140,1.9,1771.1,41.317497,2.109713,18545713431
6.0,1.173,908,140,0.0,1771.1,41.317498,2.109733,18545713431
6.0,1.68,909,141,0.0,1775.0,41.317498,2.109754,18545713431
6.0,1.69,910,141,0.0,1777.3,41.317497,2.109787,18545713431
6.0,1.7,911,141,0.0,1779.6,41.317496,2.109797,18545713431
6.0,2.053,912,141,0.0,1781.4,41.317493,2.109834,18545713431
6.0,2.407,913,141,0.0,1783.1,41.317491,2.109849,18545713431
6.0,1.98,914,141,0.0,1784.9,41.31749,2.109864,18545713431
6.0,2.03,915,141,0.0,1787.5,41.317483,2.109897,18545713431
6.0,2.08,916,141,0.0,1790.0,41.31748,2.109908,18545713431
6.0,2.013,917,141,0.0,1791.4,41.317469,2.109942,18545713431
6.0,1.947,918,143,0.0,1792.9,41.317463,2.109956,18545713431
6.0,1.88,919,143,0.0,1794.3,41.317458,2.109969,18545713431
6.0,1.703,920,143,0.0,1796.0,41.317441,2.109999,18545713431
6.0,1.527,921,143,0.0,1797.6,41.317433,2.110011,18545713431
6.0,1.573,922,143,0.0,1799.3,41.317426,2.110023,18545713431
6.0,1.817,923,143,0.0,1802.0,41.317407,2.110047,18545713431
6.0,2.06,924,143,0.0,1804.6,41.317401,2.110055,18545713431
6.0,1.727,925,143,0.0,1804.6,41.317388,2.110069,18545713431
6.0,1.393,926,143,1.7,1804.6,41.317376,2.110083,18545713431
6.0,1.86,927,143,1.9,1808.6,41.317363,2.110097,18545713431
6.0,1.85,928,143,1.9,1811.2,41.317344,2.11012,18545713431
6.2,1.84,929,142,2.0,1813.8,41.317337,2.110127,18545713431
6.2,2.16,930,142,2.1,1815.4,41.317315,2.11015,18545713431
6.2,2.48,931,142,1.7,1817.0,41.317307,2.11016,18545713431
6.2,2.0,932,142,0.0,1818.6,41.317298,2.110169,18545713431
6.2,1.93,933,142,0.0,1820.9,41.317278,2.11019,18545713431
6.2,1.86,934,142,0.0,1823.1,41.317271,2.110197,18545713431
6.2,1.893,935,142,0.0,1824.9,41.317248,2.11022,18545713431
6.2,1.927,936,142,2.0,1826.6,41.31724,2.11023,18545713431
6.2,1.96,937,145,2.0,1828.4,41.317231,2.110239,18545713431
6.2,2.0,938,145,1.8,1830.9,41.317212,2.11026,18545713431
6.4,2.04,939,145,1.9,1833.3,41.317205,2.110267,18545713431
6.4,1.96,940,145,1.9,1834.7,41.317185,2.110292,18545713431
6.4,1.88,941,145,1.7,1836.0,41.317178,2.110302,18545713431
6.4,1.8,942,145,0.0,1837.4,41.31717,2.110312,18545713431
6.4,1.643,943,145,0.0,1839.1,41.317151,2.110337,18545713431
6.4,1.487,944,148,0.0,1840.7,41.317143,2.110346,18545713431
6.4,1.547,945,148,0.0,1842.4,41.317135,2.110356,18545713431
6.4,1.733,946,148,0.0,1844.7,41.317116,2.110376,18545713431
6.4,1.92,947,148,0.0,1847.0,41.317109,2.110382,18545713431
6.4,1.88,948,148,0.0,1848.5,41.317087,2.110403,18545713431
6.4,1.84,949,148,0.0,1849.9,41.317077,2.110412,18545713431
6.4,1.8,950,148,0.0,1851.4,41.317068,2.11042,18545713431
6.4,1.86,951,148,0.0,1854.0,41.317048,2.11044,18545713431
6.4,1.92,952,148,0.0,1856.6,41.317041,2.110446,18545713431
6.4,1.9,953,148,0.0,1858.0,41.31702,2.110467,18545713431
6.4,1.88,954,146,0.0,1859.3,41.317012,2.110476,18545713431
6.4,1.86,955,146,0.0,1860.7,41.317004,2.110485,18545713431
6.4,1.81,956,146,0.0,1863.1,41.316986,2.110507,18545713431
6.4,1.76,957,146,0.0,1865.4,41.31698,2.110514,18545713431
6.4,1.813,958,144,0.0,1867.0,41.316961,2.110539,18545713431
6.4,1.867,959,144,0.0,1868.7,41.316953,2.110549,18545713431
6.4,1.92,960,144,0.0,1870.3,41.316945,2.110559,18545713431
6.4,1.89,961,144,0.0,1872.5,41.316927,2.110582,18545713431
6.4,1.86,962,144,0.0,1874.7,41.31692,2.110589,18545713431
6.4,1.853,963,144,0.0,1876.3,41.3169,2.110613,18545713431
6.4,1.847,964,144,0.0,1877.9,41.316891,2.110623,18545713431
6.4,1.84,965,144,0.0,1879.5,41.316883,2.110632,18545713431
6.4,1.747,966,144,0.0,1881.2,41.316861,2.110655,18545713431
6.4,1.653,967,145,0.0,1883.0,41.316851,2.110664,18545713431
6.4,1.68,968,145,0.0,1884.7,41.316842,2.110673,18545713431
6.4,1.8,969,145,0.0,1886.9,41.316822,2.110693,18545713431
6.4,1.92,970,145,0.0,1889.1,41.316815,2.110699,18545713431
6.4,1.907,971,145,0.0,1890.8,41.316792,2.110721,18545713431
6.4,1.893,972,143,1.6,1892.4,41.316783,2.110731,18545713431
6.4,1.88,973,143,2.0,1894.1,41.316774,2.11074,18545713431
6.4,1.96,974,143,2.0,1896.7,41.316755,2.110762,18545713431
6.6,2.04,975,143,1.8,1899.3,41.316748,2.110769,18545713431
6.6,2.007,976,143,1.6,1900.8,41.316728,2.110795,18545713431
6.6,1.973,977,143,1.7,1902.3,41.31672,2.110806,18545713431
6.6,1.94,978,143,0.0,1903.8,41.316712,2.110816,18545713431
6.6,1.91,979,143,0.0,1906.3,41.316693,2.110839,18545713431
6.6,1.88,980,143,0.0,1908.7,41.316687,2.110846,18545713431
6.6,1.893,981,143,0.0,1910.3,41.316665,2.110871,18545713431
6.6,1.907,982,142,0.0,1911.8,41.316656,2.110882,18545713431
6.6,1.92,983,142,0.0,1913.4,41.316647,2.110892,18545713431
6.6,1.93,984,142,0.0,1915.9,41.316629,2.110915,18545713431
6.6,1.94,985,142,0.0,1918.4,41.316623,2.110922,18545713431
6.6,1.96,986,142,0.0,1920.1,41.316603,2.110948,18545713431
6.6,1.98,987,142,0.0,1921.7,41.316595,2.110958,18545713431
6.6,2.0,988,142,0.0,1923.4,41.316587,2.110968,18545713431
6.6,1.787,989,143,0.0,1924.8,41.316572,2.110989,18545713431
6.6,1.573,990,143,0.0,1926.3,41.316569,2.110995,18545713431
6.6,1.527,991,143,0.0,1927.7,41.316565,2.111,18545713431
6.6,1.673,992,143,0.0,1930.1,41.316548,2.111024,18545713431
6.6,1.82,993,143,0.0,1932.5,41.316542,2.111031,18545713431
6.6,1.86,994,143,1.7,1934.1,41.316521,2.111055,18545713431
6.6,1.9,995,143,1.7,1935.8,41.316513,2.111065,18545713431
6.6,1.94,996,143,1.8,1937.4,41.316504,2.111074,18545713431
6.8,1.9,997,143,1.8,1939.6,41.316485,2.111095,18545713431
6.8,1.86,998,143,1.8,1941.8,41.316478,2.111102,18545713431
6.8,1.887,999,143,1.6,1943.6,41.316456,2.111127,18545713431
6.8,1.913,1000,143,0.0,1945.3,41.316448,2.111138,18545713431
6.8,1.94,1001,143,0.0,1947.1,41.316439,2.111148,18545713431
6.8,2.05,1002,143,0.0,1949.9,41.316418,2.111171,18545713431
6.8,2.16,1003,143,0.0,1952.6,41.316411,2.111178,18545713431
6.8,2.087,1004,143,0.0,1954.0,41.316386,2.111202,18545713431
6.8,2.013,1005,143,0.0,1955.4,41.316377,2.111211,18545713431
6.8,1.94,1006,143,0.0,1956.8,41.316367,2.111221,18545713431
6.8,1.94,1007,143,0.0,1959.6,41.316346,2.111243,18545713431
6.8,1.94,1008,143,0.0,1962.3,41.316338,2.111251,18545713431
6.8,2.033,1009,143,-1.9,1964.2,41.316314,2.111277,18545713431
6.8,2.127,1010,143,-2.0,1966.0,41.316304,2.111288,18545713431
6.8,2.22,1011,143,-1.7,1967.9,41.316294,2.111298,18545713431
6.6,2.097,1012,143,-1.8,1970.0,41.316268,2.111325,18545713431
6.6,1.973,1013,143,-1.7,1972.2,41.316258,2.111335,18545713431
6.6,2.027,1014,142,0.0,1974.3,41.316247,2.111346,18545713431
6.6,2.213,1015,142,0.0,1977.1,41.316224,2.111369,18545713431
6.6,2.4,1016,141,0.0,1979.9,41.316216,2.111377,18545713431
6.6,2.273,1017,141,0.0,1981.4,41.316193,2.111403,18545713431
6.6,2.147,1018,141,0.0,1982.9,41.316183,2.111413,18545713431
6.6,2.02,1019,141,0.0,1984.4,41.316174,2.111423,18545713431
6.6,1.98,1020,141,0.0,1987.0,41.316154,2.111446,18545713431
6.6,1.94,1021,141,0.0,1989.6,41.316147,2.111453,18545713431
6.6,2.007,1022,141,0.0,1991.4,41.316124,2.11148,18545713431
6.6,2.073,1023,141,0.0,1993.3,41.316115,2.111491,18545713431
6.6,2.14,1024,141,0.0,1995.1,41.316106,2.111502,18545713431
6.6,2.09,1025,144,0.0,1997.5,41.316085,2.111527,18545713431
6.6,2.04,1026,144,-1.9,1999.8,41.316078,2.111535,18545713431
6.6,2.06,1027,144,-1.8,2001.7,41.316055,2.111562,18545713431
6.6,2.08,1028,144,-1.8,2003.7,41.316045,2.111573,18545713431
6.4,2.1,1029,144,-1.8,2005.6,41.316036,2.111584,18545713431
6.4,2.18,1030,144,-1.9,2008.4,41.316015,2.111609,18545713431
6.4,2.26,1031,144,0.0,2011.1,41.316008,2.111617,18545713431
6.4,2.207,1032,144,0.0,2012.8,41.315985,2.111645,18545713431
6.4,2.153,1033,150,0.0,2014.4,41.315976,2.111657,18545713431
6.4,2.1,1034,150,0.0,2016.1,41.315967,2.111668,18545713431
6.4,1.923,1035,150,0.0,2018.0,41.315943,2.111694,18545713431
6.4,1.747,1036,150,0.0,2019.8,41.315933,2.111705,18545713431
6.4,1.787,1037,150,0.0,2021.7,41.315924,2.111715,18545713431
6.4,1.913,1038,152,0.0,2024.0,41.315903,2.111739,18545713431
6.4,2.04,1039,152,0.0,2026.3,41.315896,2.111747,18545713431
6.4,2.0,1040,152,0.0,2028.0,41.315875,2.111772,18545713431
6.4,1.96,1041,152,0.0,2029.6,41.315866,2.111783,18545713431
6.4,1.92,1042,149,0.0,2031.3,41.315858,2.111793,18545713431
6.4,1.98,1043,149,0.0,2033.9,41.31584,2.111816,18545713431
6.4,2.04,1044,149,0.0,2036.5,41.315834,2.111823,18545713431
6.4,2.0,1045,149,0.0,2038.0,41.315813,2.111848,18545713431
6.4,1.96,1046,149,0.0,2039.4,41.315804,2.111857,18545713431
6.4,1.92,1047,149,0.0,2040.9,41.315796,2.111867,18545713431
6.4,1.88,1048,151,0.0,2043.3,41.315777,2.111887,18545713431
6.4,1.84,1049,151,0.0,2045.7,41.31577,2.111894,18545713431
6.4,1.847,1050,151,0.0,2047.2,41.315743,2.111922,18545713431
6.4,1.853,1051,151,0.0,2048.7,41.31573,2.111935,18545713431
6.4,1.86,1052,150,0.0,2050.2,41.315716,2.111949,18545713431
6.4,1.9,1053,150,0.0,2052.8,41.315696,2.11197,18545713431
6.4,1.94,1054,150,0.0,2055.4,41.315689,2.111977,18545713431
6.4,1.98,1055,150,0.0,2057.1,41.315667,2.112001,18545713431
6.4,2.02,1056,150,0.0,2058.8,41.315658,2.112012,18545713431
6.4,2.06,1057,150,0.0,2060.5,41.315649,2.112022,18545713431
6.4,1.853,1058,150,0.0,2062.1,41.315627,2.112047,18545713431
6.4,1.647,1059,151,0.0,2063.6,41.315617,2.112056,18545713431
6.4,1.62,1060,151,0.0,2065.2,41.315608,2.112066,18545713431
6.4,1.82,1061,151,0.0,2067.9,41.315587,2.112089,18545713431
6.4,2.02,1062,151,0.0,2070.6,41.31558,2.112096,18545713431
6.4,2.053,1063,151,0.0,2072.3,41.315558,2.112121,18545713431
6.4,2.087,1064,150,0.0,2074.1,41.31555,2.112132,18545713431
6.4,2.12,1065,151,0.0,2075.8,41.315541,2.112142,18545713431
6.4,2.04,1066,151,0.0,2078.1,41.315521,2.112165,18545713431
6.4,1.96,1067,151,0.0,2080.4,41.315514,2.112172,18545713431
6.4,1.98,1068,151,0.0,2082.2,41.315491,2.112197,18545713431
6.4,2.0,1069,151,0.0,2084.1,41.315482,2.112207,18545713431
6.4,2.02,1070,151,0.0,2085.9,41.315473,2.112217,18545713431
6.4,2.0,1071,151,0.0,2088.1,41.315453,2.112239,18545713431
6.4,1.98,1072,151,0.0,2090.3,41.315446,2.112246,18545713431
6.4,1.967,1073,151,0.0,2092.1,41.315424,2.112271,18545713431
6.4,1.953,1074,150,0.0,2093.8,41.315415,2.112281,18545713431
6.4,1.94,1075,150,0.0,2095.6,41.315406,2.112291,18545713431
6.4,2.03,1076,150,0.0,2098.3,41.315387,2.112315,18545713431
6.4,2.12,1077,150,0.0,2100.9,41.31538,2.112322,18545713431
6.4,2.047,1078,150,1.8,2102.3,41.315359,2.112347,18545713431
6.4,1.973,1079,147,1.9,2103.7,41.315351,2.112356,18545713431
6.4,1.9,1080,147,1.7,2105.1,41.315342,2.112366,18545713431
6.6,1.73,1081,147,1.9,2106.9,41.31532,2.112391,18545713431
6.6,1.56,1082,147,1.8,2108.7,41.315311,2.112401,18545713431
6.6,1.64,1083,147,1.8,2110.5,41.315303,2.112411,18545713431
6.6,1.8,1084,147,1.8,2112.7,41.315285,2.112433,18545713431
6.6,1.96,1085,147,1.8,2114.9,41.315278,2.11244,18545713431
6.6,1.913,1086,147,1.7,2116.5,41.315258,2.112462,18545713431
6.8,1.867,1087,147,1.7,2118.0,41.315249,2.11247,18545713431
6.8,1.82,1088,147,1.9,2119.6,41.315241,2.112479,18545713431
6.8,1.85,1089,146,1.9,2122.0,41.315222,2.112497,18545713431
6.8,1.88,1090,146,-1.9,2124.3,41.315215,2.112502,18545713431
6.8,1.847,1091,146,-1.8,2125.7,41.315192,2.112523,18545713431
6.8,1.813,1092,143,-1.7,2127.1,41.315184,2.112532,18545713431
6.6,1.78,1093,143,-1.9,2128.5,41.315175,2.112541,18545713431
6.6,1.81,1094,143,-1.8,2131.0,41.315156,2.112562,18545713431
6.6,1.84,1095,143,-1.8,2133.5,41.31515,2.112569,18545713431
6.6,1.88,1096,143,0.0,2135.1,41.315129,2.112591,18545713431
6.6,1.92,1097,143,0.0,2136.7,41.31512,2.112601,18545713431
6.6,1.96,1098,143,0.0,2138.3,41.315112,2.11261,18545713431
6.6,1.9,1099,141,0.0,2140.5,41.315093,2.112633,18545713431
6.6,1.84,1100,142,0.0,2142.7,41.315087,2.112641,18545713431
6.6,1.873,1101,142,0.0,2144.5,41.315065,2.112665,18545713431
6.6,1.907,1102,142,0.0,2146.2,41.315056,2.112674,18545713431
6.6,1.94,1103,142,0.0,2148.0,41.315047,2.112684,18545713431
6.6,1.84,1104,142,0.0,2149.7,41.315025,2.112707,18545713431
6.6,1.74,1105,142,0.0,2151.4,41.315017,2.112715,18545713431
6.6,1.727,1106,142,0.0,2153.1,41.315008,2.112724,18545713431
6.6,1.373,1107,142,-1.9,2153.1,41.314995,2.112736,18545713431
6.6,1.82,1108,142,-1.9,2157.1,41.314983,2.112749,18545713431
6.6,1.793,1109,142,-1.8,2158.7,41.314963,2.112771,18545713431
6.4,1.767,1110,142,-2.2,2160.2,41.314954,2.11278,18545713431
6.4,1.74,1111,142,-1.9,2161.8,41.314946,2.112789,18545713431
6.4,2.18,1112,142,0.0,2164.0,41.314928,2.11281,18545713431
6.4,1.82,1113,143,1.9,2166.2,41.314921,2.112817,18545713431
6.4,1.827,1114,143,1.7,2167.8,41.3149,2.11284,18545713431
6.6,1.833,1115,143,1.7,2169.4,41.314892,2.11285,18545713431
6.6,1.84,1116,143,1.8,2171.0,41.314883,2.112859,18545713431
6.6,1.85,1117,143,1.8,2173.3,41.314863,2.112879,18545713431
6.6,1.86,1118,143,0.0,2175.5,41.314856,2.112886,18545713431
6.6,1.88,1119,143,0.0,2177.2,41.314834,2.112908,18545713431
6.6,1.9,1120,143,0.0,2178.9,41.314825,2.112917,18545713431
6.6,1.92,1121,144,0.0,2180.6,41.314817,2.112926,18545713431
6.6,1.47,1122,144,0.0,2180.6,41.314805,2.112939,18545713431
6.6,1.02,1123,144,0.0,2180.6,41.314794,2.112953,18545713431
6.6,1.28,1124,144,0.0,2183.6,41.314783,2.112969,18545713431
6.6,1.5,1125,144,0.0,2186.4,41.314767,2.112993,18545713431
6.6,1.72,1126,144,0.0,2189.2,41.314761,2.113001,18545713431
6.6,2.067,1127,144,0.0,2190.9,41.31474,2.113026,18545713431
6.6,2.413,1128,144,0.0,2192.7,41.314732,2.113037,18545713431
6.6,2.16,1129,144,0.0,2194.4,41.314723,2.113047,18545713431
6.6,2.03,1130,144,0.0,2196.6,41.314704,2.11307,18545713431
6.6,1.9,1131,144,0.0,2198.7,41.314697,2.113077,18545713431
6.6,1.92,1132,143,0.0,2200.5,41.314675,2.113103,18545713431
6.6,1.94,1133,143,0.0,2202.4,41.314667,2.113113,18545713431
6.6,1.96,1134,143,0.0,2204.2,41.314658,2.113124,18545713431
6.6,2.06,1135,143,0.0,2206.9,41.314639,2.113147,18545713431
6.6,2.16,1136,143,0.0,2209.5,41.314633,2.113155,18545713431
6.6,2.08,1137,144,0.0,2210.9,41.314614,2.113182,18545713431
6.6,2.0,1138,144,0.0,2212.4,41.314606,2.113193,18545713431
6.6,1.92,1139,144,0.0,2213.8,41.314599,2.113204,18545713431
6.6,1.88,1140,144,0.0,2216.3,41.314582,2.113229,18545713431
6.6,1.84,1141,144,0.0,2218.7,41.314576,2.113237,18545713431
6.6,1.9,1142,144,0.0,2220.4,41.314554,2.11326,18545713431
6.6,1.96,1143,144,0.0,2222.2,41.314544,2.113268,18545713431
6.6,2.02,1144,144,0.0,2223.9,41.314535,2.113277,18545713431
6.6,1.53,1145,144,0.0,2223.9,41.314522,2.11329,18545713431
6.6,1.04,1146,144,0.0,2223.9,41.314509,2.113305,18545713431
6.6,1.493,1147,144,0.0,2227.9,41.314496,2.113321,18545713431
6.6,1.697,1148,145,0.0,2230.7,41.314477,2.113344,18545713431
6.6,1.9,1149,145,0.0,2233.4,41.31447,2.113352,18545713431
6.6,2.267,1150,145,0.0,2235.2,41.314447,2.113377,18545713431
6.6,2.633,1151,144,0.0,2237.1,41.314439,2.113388,18545713431
6.6,2.2,1152,144,-1.7,2238.9,41.31443,2.113398,18545713431
6.6,2.08,1153,144,-1.8,2241.1,41.314412,2.113422,18545713431
6.6,1.96,1154,144,-1.8,2243.2,41.314406,2.11343,18545713431
6.4,1.933,1155,144,-1.7,2244.9,41.314385,2.113455,18545713431
6.4,1.907,1156,145,-1.7,2246.6,41.314377,2.113464,18545713431
6.4,1.88,1157,145,-1.7,2248.3,41.314368,2.113474,18545713431
6.4,1.93,1158,145,0.0,2250.7,41.314349,2.113496,18545713431
6.4,1.98,1159,145,0.0,2253.1,41.314342,2.113503,18545713431
6.4,1.947,1160,145,0.0,2254.6,41.31432,2.113528,18545713431
6.4,1.913,1161,145,0.0,2256.2,41.314311,2.113539,18545713431
6.4,1.88,1162,145,0.0,2257.7,41.314302,2.113549,18545713431
6.4,1.93,1163,143,0.0,2260.4,41.314282,2.113572,18545713431
6.4,1.98,1164,143,0.0,2263.0,41.314275,2.113579,18545713431
6.4,2.047,1165,143,0.0,2264.9,41.314253,2.113604,18545713431
6.4,2.113,1166,145,0.0,2266.7,41.314244,2.113614,18545713431
6.4,2.18,1167,145,0.0,2268.6,41.314235,2.113624,18545713431
6.4,1.923,1168,145,0.0,2270.0,41.314212,2.113646,18545713431
6.4,1.667,1169,145,0.0,2271.3,41.314204,2.113656,18545713431
6.4,1.567,1170,145,0.0,2272.7,41.314195,2.113665,18545713431
6.4,1.663,1171,148,0.0,2275.1,41.314176,2.113686,18545713431
6.4,1.76,1172,148,0.0,2277.4,41.314169,2.113693,18545713431
6.4,1.833,1173,148,0.0,2279.1,41.314146,2.113717,18545713431
6.4,1.907,1174,148,0.0,2280.9,41.314136,2.113726,18545713431
6.4,1.98,1175,148,0.0,2282.6,41.314127,2.113736,18545713431
6.4,2.06,1176,148,0.0,2285.4,41.314106,2.113759,18545713431
6.4,2.14,1177,148,0.0,2288.1,41.314099,2.113767,18545713431
6.4,2.1,1178,148,0.0,2289.6,41.314076,2.113792,18545713431
6.4,2.06,1179,148,-1.6,2291.2,41.314067,2.113803,18545713431
6.4,2.02,1180,147,-1.8,2292.7,41.314058,2.113813,18545713431
6.4,1.96,1181,147,-1.7,2295.1,41.314039,2.113837,18545713431
6.2,1.9,1182,147,-1.9,2297.6,41.314033,2.113845,18545713431
6.2,1.953,1183,147,0.0,2299.4,41.31401,2.113871,18545713431
6.2,2.007,1184,147,1.9,2301.2,41.314,2.11388,18545713431
6.2,2.06,1185,146,1.9,2303.0,41.31399,2.11389,18545713431
6.4,2.09,1186,146,1.9,2305.6,41.313968,2.113913,18545713431
6.4,2.12,1187,146,1.9,2308.2,41.313961,2.113921,18545713431
6.4,2.1,1188,146,0.0,2309.9,41.313939,2.113946,18545713431
6.4,2.08,1189,146,0.0,2311.6,41.31393,2.113956,18545713431
6.4,2.06,1190,146,0.0,2313.3,41.313921,2.113966,18545713431
6.4,1.9,1191,146,0.0,2315.1,41.313897,2.113992,18545713431
6.4,1.74,1192,146,0.0,2316.9,41.313887,2.114002,18545713431
6.4,1.76,1193,146,0.0,2318.7,41.313878,2.114012,18545713431
6.4,1.86,1194,146,0.0,2320.9,41.31386,2.114038,18545713431
6.4,1.96,1195,146,2.0,2323.1,41.313853,2.114046,18545713431
6.4,1.987,1196,146,1.8,2325.0,41.313829,2.114074,18545713431
6.4,2.013,1197,146,1.7,2327.0,41.313819,2.114085,18545713431
6.6,2.04,1198,146,1.7,2328.9,41.313809,2.114096,18545713431
6.6,2.19,1199,148,1.7,2331.9,41.313787,2.114121,18545713431
6.6,2.34,1200,148,0.0,2334.8,41.313779,2.114129,18545713431
6.6,2.353,1201,148,0.0,2336.8,41.313754,2.114155,18545713431
6.6,2.367,1202,148,0.0,2338.8,41.313744,2.114166,18545713431
6.6,2.38,1203,146,0.0,2340.8,41.313734,2.114176,18545713431
6.6,2.21,1204,146,-2.0,2342.9,41.313714,2.1142,18545713431
6.6,2.04,1205,146,-1.7,2345.0,41.313707,2.114207,18545713431
6.6,2.0,1206,146,-1.6,2346.8,41.313685,2.114233,18545713431
6.4,1.96,1207,146,-1.9,2348.6,41.313676,2.114244,18545713431
6.4,1.92,1208,145,-1.9,2350.4,41.313667,2.114254,18545713431
6.4,2.04,1209,145,0.0,2353.1,41.313647,2.114279,18545713431
6.4,2.16,1210,145,0.0,2355.8,41.31364,2.114287,18545713431
6.4,2.093,1211,145,0.0,2357.3,41.313618,2.114313,18545713431
6.4,2.027,1212,145,0.0,2358.7,41.31361,2.114324,18545713431
6.4,1.96,1213,145,0.0,2360.2,41.313601,2.114334,18545713431
6.4,1.793,1214,147,1.8,2362.1,41.313578,2.114359,18545713431
6.4,1.627,1215,147,1.6,2363.9,41.313568,2.11437,18545713431
6.4,1.707,1216,147,1.9,2365.8,41.313559,2.11438,18545713431
6.6,1.933,1217,147,1.9,2368.4,41.31354,2.114404,18545713431
6.6,2.16,1218,147,1.9,2371.0,41.313533,2.114412,18545713431
6.6,2.153,1219,147,0.0,2372.8,41.313511,2.114439,18545713431
6.6,2.147,1220,147,2.0,2374.7,41.313502,2.114449,18545713431
6.6,2.14,1221,147,2.0,2376.5,41.313493,2.11446,18545713431
6.6,2.08,1222,147,2.0,2378.8,41.313473,2.114484,18545713431
6.8,2.02,1223,146,1.7,2381.1,41.313466,2.114492,18545713431
6.8,2.0,1224,146,1.6,2382.8,41.313443,2.114517,18545713431
6.8,1.98,1225,146,1.6,2384.6,41.313435,2.114526,18545713431
6.8,1.96,1226,146,0.0,2386.3,41.313426,2.114536,18545713431
6.8,1.99,1227,146,0.0,2388.8,41.313406,2.114558,18545713431
6.8,2.02,1228,146,0.0,2391.2,41.313399,2.114565,18545713431
6.8,1.98,1229,146,0.0,2392.7,41.313377,2.11459,18545713431
6.8,1.94,1230,146,0.0,2394.3,41.313368,2.114599,18545713431
6.8,1.9,1231,146,-1.7,2395.8,41.313359,2.114609,18545713431
6.8,1.93,1232,146,-1.7,2398.4,41.313339,2.114631,18545713431
6.8,1.96,1233,146,-1.9,2401.0,41.313332,2.114638,18545713431
6.6,1.993,1234,145,-2.2,2402.7,41.31331,2.114662,18545713431
6.6,2.027,1235,145,-1.9,2404.4,41.313302,2.114671,18545713431
6.6,2.06,1236,145,-1.7,2406.1,41.313293,2.114681,18545713431
6.6,1.84,1237,145,0.0,2407.6,41.31327,2.114704,18545713431
6.6,1.62,1238,145,0.0,2409.1,41.313262,2.114714,18545713431
6.6,1.58,1239,145,0.0,2410.6,41.313253,2.114723,18545713431
6.6,1.74,1240,145,0.0,2413.1,41.313234,2.114744,18545713431
6.6,1.9,1241,145,-1.8,2415.6,41.313228,2.114751,18545713431
6.6,1.913,1242,144,-1.7,2417.2,41.313207,2.114775,18545713431
